SSJ_Alec,
emmthom36,berniesanders
AnaHosler,berniesanders
KyleeNester,berniesanders
Borg_aranel,berniesanders
Afidence,tedcruz
ianebaldwin,berniesanders
CodyMartinDude,
JessicaBradle,realdonaldtrump
bchurch16,berniesanders
Zoooee_0,berniesanders
idkisabel,berniesanders
kathryn_patt,berniesanders
JRsPillows,realdonaldtrump
sophie_maness,berniesanders
ahanley33,berniesanders
banksdc84,realdonaldtrump
mshrei,
yatharalla,berniesanders
nathanj35780929,
goshenpickers2,realdonaldtrump
Scott_McQuinn,berniesanders
salyershunter,tedcruz
wells0823,hillaryclinton
gmcsports,berniesanders
footballmom7442,berniesanders
Trinity_Payne_,berniesanders
jortseph,hillaryclinton
B_Moore28,berniesanders
danikarach,berniesanders
MasonLacrosse,realdonaldtrump
TrevorGinsberg,realdonaldtrump
bramlett_kim,berniesanders
ZJewett22,berniesanders
jac0b_gr0ves,realdonaldtrump
AdayjaRayeKelly,hillaryclinton
KylieYancey,berniesanders
ashleytaryn_,realdonaldtrump
PaulWDrake,berniesanders
sar_bear80,berniesanders
Sbyvl,realdonaldtrump
korylinnf,berniesanders
Colette20583977,berniesanders
taylormeagan23,hillaryclinton
ClarkJM319,berniesanders
paprgyrl,realdonaldtrump
ajmentel1,
sydneyjohnson37,hillaryclinton
a_dunn20,berniesanders
khykes,berniesanders
gentrymorgan_,realdonaldtrump
JDPaladin,berniesanders
sosobrown92_ali,berniesanders
bryndalyn18,realdonaldtrump
AlexFannyHat,
kaylawoldt,berniesanders
jamo_puppy,
HappyHealthMama,berniesanders
natespuewell,berniesanders
MiddletownBuck,berniesanders
Kay_walker_,tedcruz
Gunchaser6420,berniesanders
SocalRedhead,berniesanders
_rosannawhite,berniesanders
lovelandmagazin,berniesanders
Kiraz1416,
dreww_whitt,realdonaldtrump
DragonflyCinci,hillaryclinton
atemely,berniesanders
